================================================================================
LESSONS LISTING - GROUPED BY GRADE AND SUBJECT
================================================================================

### Common Core (10 subjects):
--------------------------------------------------------------------------------

## Arabic Language & Literature (32 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2554   | 10العبادة غاية الخلق العبادة صفة ايمان ودليل خضوع  | 1st        | [All tracks]
2555   | 11الزكاة أحكامها ومقاصدها  التعريف – الأحكام – الم | 1st        | [All tracks]
2556   | 12الزكاة أحكامها ومقاصدها  الغايات والوظائف التنمو | 1st        | [All tracks]
2557   | 13الإنفاق في سبيل الله صوره ومقاصده                | 1st        | [All tracks]
2558   | 14حق الله  تقوى الله                               | 1st        | [All tracks]
2559   | 15حق النفس  أهمية التخطيط والتنظيم في الحياة       | 1st        | [All tracks]
2560   | 16حق الغير إمارة المؤمنين الأسس والغايات           | 1st        | [All tracks]
2561   | 17حق البيئة الاعتناء بجمال البيئة والمحيط          | 1st        | [All tracks]
2562   | 18الهجرة المتجددة  المهاجر من هجر ما نهى الله عنه  | 1st        | [All tracks]
2563   | 19الإيثار والتضحية                                 | 1st        | [All tracks]
2564   | 1سورة الحشر                                        | 1st        | [All tracks]
2565   | 20التعارف والتعايش                                 | 1st        | [All tracks]
2566   | 21من وصايا الرسول صلى الله عليه وسلم الوصايا التسع | 1st        | [All tracks]
2567   | 2أسماء الله الحسنى                                 | 1st        | [All tracks]
2568   | 3أهمية التدين في حياة الفرد والمجتمع               | 1st        | [All tracks]
2569   | 4الإسلام عقيدة وشريعة                              | 1st        | [All tracks]
2570   | 5أثر القرآن في تزكية النفس                         | 1st        | [All tracks]
2571   | 6حماية الدعوة وبناء الدولة الهجرة                  | 1st        | [All tracks]
2572   | 7المسجد نواة المجتمع الإسلامي                      | 1st        | [All tracks]
2573   | 8الرسول يرسي قيم السلم والتعايش                    | 1st        | [All tracks]
2574   | 9إيواء الرسول ونصرته  أيوب الأنصاري – أم سليم      | 1st        | [All tracks]


## Life & Earth Sciences (26 lessons):

# Lessons:
ID     | Title                                              | Cycle      | Tracks
--------------------------------------------------------------------------------
2743   | 10صحة الجسم                                        | 1st        | [All tracks]
2744   | 11علم المناعة                                      | 1st        | [All tracks]
2745   | 12الجراثيم                                         | 1st        | [All tracks]
2746   | 13طرق تدعيم الاستجابة المناعتية                    | 1st        | [All tracks]
